C	C	C	C	C	C	C	C	C	N
QOwynD	xluzDU	dBhBrl	dBhBrl	mjWbHL	OxYAyg	PJPqcb	aTyFSx	OCaOqQ	122.0
PJPqcb	pdwtxL	QOwynD	aavoog	IVcnKK	rzkbFv	OCaOqQ	mjWbHL	JPgKUk	318.0
JPgKUk	PJPqcb	fjzjrp	dBhBrl	OxYAyg	ETnPwO	uHbuzy	RBRUiW	cBzwcX	4710.0
RBRUiW	bYkrDQ	uHbuzy	JPgKUk	QOwynD	aavoog	nYhAas	IVcnKK	xluzDU	2048.0
oVhIGi	AoRzVx	bVwTMp	YlulOo	QOwynD	aavoog	bYkrDQ	QOwynD	xluzDU	2238.0
IVcnKK	nYhAas	YPFiRa	pdwtxL	RBRUiW	aavoog	JPgKUk	oVhIGi	oVhIGi	162.0
YlulOo	mjWbHL	fjzjrp	nYhAas	RBRUiW	QOwynD	OxYAyg	xluzDU	OCaOqQ	4478.0
dBhBrl	nYhAas	RBRUiW	fjzjrp	bYkrDQ	IVcnKK	KSxiCN	uHbuzy	nYhAas	495.0
Fciitk	YPFiRa	sOMZAc	sOMZAc	aTyFSx	aTyFSx	bVwTMp	sqEACu	fjzjrp	5048.0
YlulOo	egqbtO	KSxiCN	aavoog	rzkbFv	uHbuzy	RBRUiW	YlulOo	cBzwcX	1744.0
aTyFSx	aavoog	OCaOqQ	ETnPwO	Fciitk	PJPqcb	IVcnKK	uHbuzy	AoRzVx	2267.0
nYhAas	nYhAas	cBzwcX	nYhAas	IVcnKK	Fciitk	rzkbFv	aTyFSx	rzkbFv	210.0
JPgKUk	sOMZAc	AoRzVx	AoRzVx	PJPqcb	dBhBrl	PJPqcb	bYkrDQ	JPgKUk	2393.0
OCaOqQ	sqEACu	AoRzVx	KSxiCN	Fciitk	rzkbFv	KSxiCN	aTyFSx	oVhIGi	8620.0
dBhBrl	uHbuzy	cBzwcX	AoRzVx	OCaOqQ	RBRUiW	oVhIGi	bVwTMp	dBhBrl	204.0
aTyFSx	ETnPwO	xluzDU	JPgKUk	Fciitk	PJPqcb	JPgKUk	AoRzVx	YPFiRa	2028.0
bYkrDQ	OCaOqQ	aavoog	sOMZAc	aTyFSx	sOMZAc	Fciitk	mjWbHL	JPgKUk	5444.0
PJPqcb	KSxiCN	dBhBrl	mjWbHL	ETnPwO	egqbtO	KSxiCN	Fciitk	dBhBrl	28.0
fjzjrp	uHbuzy	rzkbFv	YPFiRa	bVwTMp	bVwTMp	IVcnKK	AoRzVx	nYhAas	2621.0
xluzDU	xluzDU	pdwtxL	YlulOo	dBhBrl	Fciitk	aTyFSx	QOwynD	rzkbFv	735.0
rzkbFv	egqbtO	rzkbFv	JPgKUk	YlulOo	OCaOqQ	AoRzVx	PJPqcb	YlulOo	251.0
aavoog	PJPqcb	Fciitk	aTyFSx	RBRUiW	aavoog	nYhAas	sqEACu	nYhAas	188.0
fjzjrp	mjWbHL	AoRzVx	aavoog	egqbtO	fjzjrp	bVwTMp	AoRzVx	aavoog	476.0
OxYAyg	OxYAyg	QOwynD	PJPqcb	Fciitk	dBhBrl	egqbtO	fjzjrp	bYkrDQ	369.0
mjWbHL	sqEACu	aavoog	OxYAyg	nYhAas	IVcnKK	PJPqcb	YPFiRa	OxYAyg	2438.0
QOwynD	YlulOo	bYkrDQ	mjWbHL	sOMZAc	egqbtO	egqbtO	KSxiCN	Fciitk	7563.0
ETnPwO	OCaOqQ	bVwTMp	rzkbFv	aavoog	cBzwcX	cBzwcX	oVhIGi	QOwynD	1729.0
pdwtxL	OCaOqQ	ETnPwO	QOwynD	egqbtO	cBzwcX	QOwynD	bVwTMp	dBhBrl	3931.0
OxYAyg	uHbuzy	AoRzVx	OxYAyg	AoRzVx	aTyFSx	KSxiCN	dBhBrl	QOwynD	2353.0
nYhAas	QOwynD	fjzjrp	egqbtO	bYkrDQ	sqEACu	bVwTMp	PJPqcb	IVcnKK	169.0
cBzwcX	YPFiRa	fjzjrp	aTyFSx	PJPqcb	QOwynD	IVcnKK	egqbtO	YPFiRa	3960.0
rzkbFv	pdwtxL	OxYAyg	egqbtO	rzkbFv	OxYAyg	ETnPwO	oVhIGi	OCaOqQ	351.0
oVhIGi	sOMZAc	Fciitk	PJPqcb	RBRUiW	nYhAas	JPgKUk	mjWbHL	YlulOo	6744.0
cBzwcX	fjzjrp	IVcnKK	IVcnKK	oVhIGi	bVwTMp	QOwynD	nYhAas	KSxiCN	1514.0
bVwTMp	rzkbFv	QOwynD	bYkrDQ	YPFiRa	ETnPwO	IVcnKK	IVcnKK	IVcnKK	3453.0
YlulOo	egqbtO	aTyFSx	KSxiCN	aTyFSx	YlulOo	JPgKUk	YlulOo	aavoog	3454.0
ETnPwO	JPgKUk	KSxiCN	QOwynD	PJPqcb	YPFiRa	JPgKUk	QOwynD	aTyFSx	3050.0
QOwynD	bVwTMp	OxYAyg	QOwynD	QOwynD	PJPqcb	aavoog	cBzwcX	oVhIGi	8708.0
oVhIGi	fjzjrp	aTyFSx	AoRzVx	pdwtxL	sqEACu	ETnPwO	RBRUiW	fjzjrp	4561.0
AoRzVx	fjzjrp	oVhIGi	OCaOqQ	aTyFSx	PJPqcb	mjWbHL	sOMZAc	nYhAas	2.0
OxYAyg	cBzwcX	Fciitk	uHbuzy	YPFiRa	aTyFSx	RBRUiW	aTyFSx	Fciitk	358.0
AoRzVx	QOwynD	JPgKUk	mjWbHL	nYhAas	IVcnKK	PJPqcb	KSxiCN	cBzwcX	1481.0
rzkbFv	bYkrDQ	bVwTMp	oVhIGi	RBRUiW	JPgKUk	IVcnKK	PJPqcb	QOwynD	195.0
sOMZAc	OCaOqQ	YPFiRa	bVwTMp	rzkbFv	IVcnKK	pdwtxL	OCaOqQ	OxYAyg	38.0
QOwynD	OCaOqQ	OxYAyg	cBzwcX	dBhBrl	cBzwcX	aTyFSx	PJPqcb	nYhAas	3243.0
JPgKUk	pdwtxL	dBhBrl	mjWbHL	sqEACu	xluzDU	xluzDU	egqbtO	cBzwcX	2495.0
OCaOqQ	cBzwcX	PJPqcb	bVwTMp	cBzwcX	OxYAyg	xluzDU	sqEACu	mjWbHL	3668.0
rzkbFv	bVwTMp	dBhBrl	OCaOqQ	Fciitk	IVcnKK	pdwtxL	aTyFSx	egqbtO	4708.0
IVcnKK	Fciitk	OCaOqQ	mjWbHL	sqEACu	bVwTMp	uHbuzy	YPFiRa	aTyFSx	2778.0
uHbuzy	JPgKUk	OxYAyg	dBhBrl	ETnPwO	YlulOo	nYhAas	dBhBrl	egqbtO	220.0
aavoog	IVcnKK	YlulOo	PJPqcb	bYkrDQ	QOwynD	bYkrDQ	ETnPwO	OCaOqQ	101.0
bVwTMp	sOMZAc	ETnPwO	RBRUiW	cBzwcX	aTyFSx	sOMZAc	PJPqcb	bVwTMp	3201.0
egqbtO	OxYAyg	PJPqcb	JPgKUk	pdwtxL	uHbuzy	mjWbHL	aavoog	aTyFSx	3231.0
AoRzVx	oVhIGi	mjWbHL	pdwtxL	OCaOqQ	ETnPwO	nYhAas	YPFiRa	OCaOqQ	1152.0
dBhBrl	pdwtxL	sOMZAc	OCaOqQ	IVcnKK	dBhBrl	pdwtxL	nYhAas	KSxiCN	3785.0
dBhBrl	sqEACu	Fciitk	rzkbFv	RBRUiW	bYkrDQ	PJPqcb	IVcnKK	YPFiRa	1049.0
JPgKUk	QOwynD	sOMZAc	xluzDU	JPgKUk	egqbtO	aTyFSx	mjWbHL	rzkbFv	3826.0
Fciitk	OxYAyg	QOwynD	aavoog	cBzwcX	uHbuzy	bVwTMp	OCaOqQ	fjzjrp	7529.0
uHbuzy	uHbuzy	ETnPwO	JPgKUk	fjzjrp	egqbtO	oVhIGi	aTyFSx	pdwtxL	1724.0
egqbtO	PJPqcb	Fciitk	bVwTMp	bYkrDQ	rzkbFv	JPgKUk	KSxiCN	OxYAyg	772.0
rzkbFv	KSxiCN	PJPqcb	AoRzVx	pdwtxL	dBhBrl	sOMZAc	sqEACu	egqbtO	200.0
AoRzVx	PJPqcb	bVwTMp	Fciitk	aTyFSx	sqEACu	QOwynD	uHbuzy	aTyFSx	1328.0
cBzwcX	cBzwcX	sqEACu	YlulOo	sqEACu	rzkbFv	KSxiCN	uHbuzy	sOMZAc	456.0
JPgKUk	dBhBrl	bVwTMp	sqEACu	Fciitk	oVhIGi	AoRzVx	PJPqcb	fjzjrp	348.0
nYhAas	dBhBrl	JPgKUk	ETnPwO	xluzDU	xluzDU	RBRUiW	sqEACu	aavoog	409.0
YlulOo	OCaOqQ	Fciitk	RBRUiW	AoRzVx	bVwTMp	OxYAyg	OxYAyg	bYkrDQ	743.0
xluzDU	IVcnKK	OCaOqQ	JPgKUk	PJPqcb	KSxiCN	YPFiRa	QOwynD	RBRUiW	948.0
KSxiCN	OxYAyg	xluzDU	RBRUiW	OxYAyg	YlulOo	bYkrDQ	aavoog	fjzjrp	147.0
pdwtxL	cBzwcX	nYhAas	bYkrDQ	rzkbFv	Fciitk	mjWbHL	aTyFSx	pdwtxL	4345.0
rzkbFv	OxYAyg	aTyFSx	dBhBrl	YlulOo	rzkbFv	bYkrDQ	rzkbFv	fjzjrp	603.0
nYhAas	uHbuzy	OxYAyg	nYhAas	sqEACu	fjzjrp	Fciitk	nYhAas	oVhIGi	6618.0
mjWbHL	OxYAyg	oVhIGi	uHbuzy	nYhAas	oVhIGi	xluzDU	egqbtO	uHbuzy	2425.0
sOMZAc	nYhAas	uHbuzy	JPgKUk	IVcnKK	aavoog	mjWbHL	sqEACu	nYhAas	11.0
QOwynD	mjWbHL	mjWbHL	xluzDU	fjzjrp	bYkrDQ	egqbtO	OCaOqQ	YPFiRa	1146.0
AoRzVx	OCaOqQ	xluzDU	AoRzVx	xluzDU	aavoog	OxYAyg	uHbuzy	sqEACu	9.0
fjzjrp	KSxiCN	fjzjrp	Fciitk	RBRUiW	RBRUiW	YlulOo	rzkbFv	QOwynD	4725.0
OxYAyg	ETnPwO	PJPqcb	KSxiCN	egqbtO	YPFiRa	aTyFSx	RBRUiW	YlulOo	6134.0
PJPqcb	oVhIGi	YlulOo	fjzjrp	QOwynD	uHbuzy	nYhAas	aTyFSx	QOwynD	95.0
OxYAyg	sqEACu	bVwTMp	YlulOo	bVwTMp	YPFiRa	OxYAyg	mjWbHL	YPFiRa	1803.0
aTyFSx	aavoog	QOwynD	JPgKUk	uHbuzy	bYkrDQ	fjzjrp	ETnPwO	bVwTMp	3709.0
JPgKUk	ETnPwO	aTyFSx	aavoog	AoRzVx	QOwynD	sqEACu	PJPqcb	mjWbHL	1977.0
pdwtxL	bYkrDQ	PJPqcb	aavoog	fjzjrp	ETnPwO	Fciitk	oVhIGi	dBhBrl	11.0
aTyFSx	bYkrDQ	PJPqcb	PJPqcb	bVwTMp	rzkbFv	aavoog	aavoog	AoRzVx	155.0
dBhBrl	OxYAyg	OCaOqQ	pdwtxL	Fciitk	OxYAyg	sqEACu	sOMZAc	PJPqcb	4486.0
PJPqcb	fjzjrp	nYhAas	bVwTMp	AoRzVx	AoRzVx	xluzDU	bYkrDQ	ETnPwO	84.0
bVwTMp	pdwtxL	dBhBrl	RBRUiW	oVhIGi	AoRzVx	YlulOo	YPFiRa	KSxiCN	20.0
aavoog	bYkrDQ	YPFiRa	RBRUiW	YPFiRa	PJPqcb	RBRUiW	bYkrDQ	nYhAas	199.0
aTyFSx	PJPqcb	cBzwcX	cBzwcX	xluzDU	aavoog	bVwTMp	cBzwcX	xluzDU	40.0
egqbtO	fjzjrp	nYhAas	YPFiRa	pdwtxL	OxYAyg	IVcnKK	OxYAyg	mjWbHL	790.0
AoRzVx	RBRUiW	bVwTMp	YPFiRa	oVhIGi	mjWbHL	Fciitk	OxYAyg	bYkrDQ	1452.0
aavoog	OxYAyg	ETnPwO	rzkbFv	aavoog	rzkbFv	egqbtO	aTyFSx	pdwtxL	228.0
QOwynD	YlulOo	dBhBrl	OxYAyg	pdwtxL	ETnPwO	aTyFSx	QOwynD	YPFiRa	2135.0
aTyFSx	sOMZAc	YPFiRa	bVwTMp	dBhBrl	bVwTMp	ETnPwO	fjzjrp	oVhIGi	548.0
fjzjrp	dBhBrl	AoRzVx	nYhAas	nYhAas	QOwynD	mjWbHL	uHbuzy	fjzjrp	5418.0
oVhIGi	fjzjrp	OxYAyg	egqbtO	OCaOqQ	Fciitk	pdwtxL	YlulOo	PJPqcb	2671.0
QOwynD	aTyFSx	uHbuzy	oVhIGi	IVcnKK	mjWbHL	mjWbHL	fjzjrp	aTyFSx	1555.0
QOwynD	aTyFSx	PJPqcb	xluzDU	xluzDU	OCaOqQ	aavoog	bYkrDQ	mjWbHL	1592.0
pdwtxL	YPFiRa	aTyFSx	rzkbFv	KSxiCN	RBRUiW	Fciitk	pdwtxL	ETnPwO	1813.0
uHbuzy	sOMZAc	OxYAyg	PJPqcb	nYhAas	OxYAyg	aTyFSx	OCaOqQ	mjWbHL	1553.0
dBhBrl	rzkbFv	nYhAas	AoRzVx	nYhAas	bYkrDQ	aavoog	cBzwcX	JPgKUk	4463.0
YPFiRa	cBzwcX	bYkrDQ	fjzjrp	fjzjrp	egqbtO	OxYAyg	QOwynD	egqbtO	1417.0
AoRzVx	sOMZAc	YPFiRa	xluzDU	Fciitk	ETnPwO	OxYAyg	bVwTMp	fjzjrp	246.0
fjzjrp	JPgKUk	YPFiRa	PJPqcb	egqbtO	YlulOo	nYhAas	cBzwcX	AoRzVx	4757.0
bVwTMp	Fciitk	AoRzVx	Fciitk	KSxiCN	YlulOo	pdwtxL	bVwTMp	aTyFSx	256.0
PJPqcb	sqEACu	PJPqcb	RBRUiW	cBzwcX	JPgKUk	pdwtxL	mjWbHL	OxYAyg	1173.0
IVcnKK	aTyFSx	sqEACu	aavoog	QOwynD	RBRUiW	cBzwcX	sqEACu	uHbuzy	8.0
JPgKUk	AoRzVx	OCaOqQ	aTyFSx	RBRUiW	JPgKUk	PJPqcb	AoRzVx	JPgKUk	1282.0
RBRUiW	rzkbFv	egqbtO	sqEACu	sOMZAc	fjzjrp	AoRzVx	uHbuzy	uHbuzy	6834.0
Fciitk	YlulOo	rzkbFv	OCaOqQ	cBzwcX	YPFiRa	bVwTMp	bVwTMp	ETnPwO	1253.0
egqbtO	bVwTMp	YPFiRa	nYhAas	Fciitk	AoRzVx	KSxiCN	IVcnKK	bVwTMp	2407.0
